lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
4.0,0.0,1056.0,95.0,119.0,0.2,0.2,33604.0,113845.0,0.0,0.0,0.0,0.0,0.0,7.8,10.4,20.8,49.2,2.5,467.0,1062845.0,93.0
2.0,0.0,771.0,152.0,44.0,2.4,3.39,331157.0,62884.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,134.33,236.73,4.4,1150.0,1751431.0,90.0
2.0,0.0,1687.0,66.0,57.0,1.8,3.8,145191.0,83587.0,0.0,0.0,0.0,0.0,0.0,5.8,9.4,130.4,233.4,1.6,762.0,1069069.0,89.0
14.0,2.0,2325.0,171.0,119.0,1.0,1.8,257196.0,112717.0,0.0,0.0,0.0,0.0,0.0,1.8,3.2,57.0,91.6,2.6,1264.0,1548634.0,89.0
14.0,2.0,4725.0,247.0,161.0,10.62,33.87,464922.0,45701.0,1.2,1.4,1.4,0.0,0.8,5.41,5.81,349.3,719.64,1.0,174.0,1090443.0,58.0
9.0,2.0,2128.0,113.0,84.0,1.59,1.99,16656.0,25126.0,0.6,0.6,19.28,25.84,0.8,2.78,3.38,68.79,116.5,3.5,128.0,1105893.0,90.0
15.0,3.0,679.0,96.0,61.0,0.4,0.4,290517.0,8610.0,4.4,4.4,4.4,0.0,2.8,1.8,3.4,31.4,42.8,3.6,149.0,1704173.0,94.0
34.0,47.0,1310.0,87.0,89.0,0.6,2.2,111704.0,74598.0,0.0,0.0,0.0,0.0,0.0,10.58,19.76,49.3,79.04,1.0,616.0,1073293.0,92.0
2.0,1.0,1956.0,121.0,108.0,1.2,3.6,104453.0,27160.0,0.0,0.0,0.0,0.0,0.2,1.8,2.0,85.0,197.4,1.4,890.0,1094987.0,88.0
9.0,7.0,3519.0,224.0,102.0,2.0,8.6,121234.0,102854.0,0.0,0.0,0.0,0.0,0.0,2.8,4.6,171.4,178.0,6.2,4024.0,1606019.0,84.0
1.0,0.0,2514.0,120.0,99.0,0.8,1.2,276080.0,32472.0,0.4,0.6,0.6,0.0,2.8,0.2,0.2,23.8,36.2,1.6,205.0,1749656.0,94.0
12.0,8.0,1444.0,134.0,84.0,0.6,2.4,510385.0,191128.0,0.0,0.0,0.0,0.0,0.0,21.6,42.4,82.4,90.2,4.0,529.0,1512083.0,80.0
62.0,11.0,3587.0,174.0,142.0,11.8,35.4,74641.0,37564.0,6.2,6.2,6.2,0.0,4.6,5.2,5.2,439.6,734.2,5.2,314.0,1096350.0,63.0
56.0,68.0,3702.0,395.0,153.0,2.6,4.2,455770.0,94304.0,0.0,0.0,0.0,0.0,0.0,5.6,10.6,174.0,286.8,6.6,2759.0,1603320.0,82.0
1.0,0.0,1723.0,125.0,56.0,0.4,0.4,176002.0,15941.0,0.0,0.0,0.0,0.0,0.0,11.38,17.76,41.72,82.04,1.0,733.0,1055425.0,91.0
1.0,0.0,1773.0,98.0,121.0,0.4,0.4,48938.0,29183.0,2.2,3.0,4.0,1.8,3.2,3.2,5.0,37.6,82.4,4.0,150.0,1053547.0,92.0
16.0,2.0,7472.0,815.0,570.0,12.77,9.98,428576.0,117636.0,7.98,12.57,26.75,29.34,1.6,4.39,5.59,629.74,967.27,1.0,274.0,996176.0,55.0
3.0,0.0,2298.0,204.0,175.0,1.6,0.6,109711.0,89342.0,1.0,1.0,1.0,0.0,0.2,1.4,1.4,251.7,178.24,2.5,281.0,1004112.0,91.0
3.0,2.0,2069.0,103.0,78.0,0.8,1.0,82489.0,18122.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,59.6,73.0,3.0,510.0,1757989.0,83.0
12.0,6.0,4534.0,378.0,258.0,1.0,3.81,205135.0,143395.0,6.01,8.62,8.42,0.0,2.2,5.21,8.22,34.87,70.14,2.0,226.0,985252.0,82.0
9.0,1.0,3357.0,149.0,145.0,1.0,1.2,122904.0,40944.0,0.0,0.0,0.0,0.0,0.0,6.19,6.59,62.67,104.79,5.2,3092.0,1538472.0,89.0
5.0,4.0,837.0,63.0,51.0,0.6,0.8,6255.0,23670.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,50.2,72.6,2.4,3052.0,1013758.0,96.0
2.0,0.0,2091.0,74.0,162.0,0.2,0.2,37888.0,206184.0,3.0,3.4,5.8,4.4,0.2,1.0,1.2,15.4,24.2,2.2,136.0,1710504.0,92.0
9.0,0.0,1366.0,136.0,84.0,4.4,4.6,203565.0,153111.0,0.0,0.0,0.0,0.0,0.0,8.4,15.2,216.2,395.2,4.2,1756.0,1755198.0,85.0
31.0,1.0,1301.0,176.0,93.0,1.0,0.8,52549.0,25910.0,4.19,40.52,133.93,272.26,0.2,49.5,67.86,108.78,159.48,2.4,105.0,1526877.0,90.0
31.0,16.0,4495.0,326.0,186.0,3.4,4.4,356965.0,122565.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,211.0,418.2,6.2,1543.0,1328674.0,79.0
9.0,3.0,2374.0,164.0,141.0,1.0,2.4,14453.0,122037.0,2.2,2.4,2.4,0.0,1.0,20.8,21.2,56.8,127.4,1.5,301.0,1061539.0,91.0
9.0,2.0,4394.0,471.0,342.0,4.0,1.0,210471.0,64941.0,6.4,10.2,19.6,24.4,0.8,23.4,40.2,199.2,392.2,1.2,133.0,1099586.0,78.0
4.0,2.0,2102.0,253.0,184.0,1.4,6.8,44147.0,96111.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,67.2,108.2,1.4,529.0,1091947.0,87.0
0.0,0.0,906.0,187.0,50.0,0.2,0.2,194669.0,144179.0,0.0,0.0,0.0,0.0,0.0,2.2,4.4,15.6,17.4,4.0,1082.0,1753923.0,95.0
13.0,6.0,5452.0,310.0,208.0,1.2,1.6,167956.0,44363.0,7.39,11.98,31.54,85.43,3.59,5.19,8.98,110.18,205.79,3.6,262.0,1322413.0,80.0
1.0,0.0,928.0,115.0,89.0,0.4,1.4,4969.0,17251.0,0.0,0.0,0.0,0.0,0.2,9.38,9.58,26.35,54.09,5.0,889.0,1063856.0,95.0
7.0,1.0,1691.0,99.0,105.0,6.01,17.64,62475.0,60755.0,2.61,13.03,16.63,32.46,0.4,14.63,20.84,201.8,379.56,1.0,142.0,1105557.0,79.0
19.0,28.0,488.0,138.0,34.0,0.2,0.2,178356.0,159984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,12.92,2.2,5481.0,1817940.0,98.0
6.0,0.0,1795.0,215.0,122.0,1.0,1.2,174802.0,29322.0,2.0,3.4,3.4,0.0,4.0,5.2,8.8,79.8,135.6,1.7,215.0,1102888.0,91.0
25.0,7.0,2221.0,195.0,84.0,4.8,6.0,328178.0,167211.0,0.0,0.0,0.0,0.0,0.0,2.2,4.0,253.2,355.2,4.6,1187.0,1560675.0,89.0
54.0,73.0,3182.0,252.0,148.0,1.0,4.0,272213.0,87430.0,0.0,0.0,0.0,0.0,0.0,8.2,9.8,70.2,113.4,1.8,495.0,1009674.0,88.0
30.0,15.0,2926.0,269.0,233.0,5.0,4.6,198456.0,55428.0,0.0,0.0,0.0,0.0,0.2,23.4,24.0,243.0,444.0,3.8,7949.0,1366403.0,81.0
36.0,52.0,4171.0,300.0,306.0,0.8,1.8,277742.0,521261.0,3.2,4.2,4.2,0.0,2.6,42.4,42.8,56.6,207.8,1.0,299.0,985134.0,83.0
3.0,2.0,2656.0,162.0,110.0,1.2,2.0,110401.0,28047.0,0.0,0.0,0.0,0.0,5.01,3.21,4.21,114.03,198.8,2.0,542.0,1018144.0,91.0
34.0,49.0,481.0,46.0,40.0,0.4,1.8,4978.0,18275.0,1.4,1.6,1.2,0.0,0.6,0.2,0.2,20.84,36.47,1.0,243.0,1026964.0,96.0
0.0,0.0,238.0,34.0,32.0,0.19,0.19,14213.0,20702.0,0.0,0.0,0.0,0.0,0.0,0.19,0.39,15.2,18.13,1.0,1558.0,2042280.0,95.0
76.0,105.0,3310.0,229.0,182.0,0.2,0.2,104204.0,111076.0,6.0,8.6,12.4,13.0,2.0,4.6,6.0,17.6,55.8,136.0,84.0,15.0,0.0
46.0,11.0,4580.0,117.0,97.0,4.8,11.0,66861.0,32358.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,286.2,370.2,3.2,1062.0,1537206.0,76.0
2.0,0.0,3174.0,430.0,189.0,0.4,1.4,258274.0,192465.0,3.0,4.2,4.2,0.0,0.6,5.4,9.6,32.6,78.4,4.4,239.0,1539834.0,91.0
2.0,0.0,1125.0,103.0,65.0,1.8,1.6,29108.0,23369.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,89.2,152.8,1.0,422.0,992030.0,93.0
6.0,0.0,2525.0,312.0,208.0,3.8,1.4,153878.0,59652.0,0.0,0.0,0.0,0.0,0.0,6.6,12.2,195.2,277.6,1.0,623.0,1066800.0,86.0
6.0,1.0,1279.0,180.0,157.0,4.0,1.2,94575.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.2,281.8,1.0,7196.0,1875514.0,90.0
8.0,1.0,2685.0,221.0,82.0,3.79,5.19,242335.0,67322.0,1.8,5.99,41.92,68.46,0.2,18.76,27.54,235.73,432.34,1.0,99.0,1064798.0,82.0
71.0,82.0,2446.0,267.0,175.0,2.61,4.81,351530.0,41723.0,0.0,0.0,0.0,0.0,0.4,6.21,32.26,155.11,350.5,1.3,752.0,1012120.0,81.0
14.0,4.0,3441.0,404.0,348.0,6.4,2.0,194491.0,41018.0,3.8,6.6,13.4,19.2,1.0,2.0,4.0,329.0,471.2,3.6,187.0,1710275.0,81.0
57.0,75.0,2117.0,313.0,205.0,0.8,1.4,232233.0,84426.0,4.01,8.02,14.43,18.24,4.01,3.61,5.21,78.36,142.08,2.0,133.0,1055830.0,88.0
8.0,0.0,3193.0,442.0,385.0,8.02,2.0,278616.0,17581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.38,552.71,2.0,7216.0,1866756.0,77.0
42.0,45.0,3708.0,465.0,436.0,8.0,2.2,267790.0,130802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.8,611.4,3.8,741.0,1535707.0,75.0
2.0,1.0,3436.0,240.0,321.0,0.4,1.8,97319.0,545693.0,0.2,0.2,0.2,0.0,0.6,3.2,3.2,32.4,49.0,1.0,704.0,992006.0,87.0
2.0,1.0,3456.0,199.0,143.0,0.2,0.2,13373.0,19947.0,1.6,2.4,2.4,0.4,0.8,5.2,5.2,20.8,40.8,4.0,459.0,1316662.0,91.0
4.0,0.0,943.0,132.0,122.0,2.4,0.8,64603.0,15178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.6,176.4,2.0,7658.0,1879286.0,92.0
25.0,9.0,2112.0,155.0,98.0,2.79,6.19,149522.0,27273.0,2.99,3.99,19.96,32.53,1.4,16.77,22.16,163.87,406.59,1.2,1645.0,951912.0,80.0
20.0,14.0,2173.0,460.0,246.0,1.4,2.2,626503.0,563710.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,87.37,131.66,745.0,91.0,9.0,0.0
26.0,34.0,548.0,85.0,81.0,1.2,1.0,1966.0,15806.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,75.25,171.46,1.2,369.0,1721643.0,92.0
4.0,1.0,4147.0,368.0,242.0,0.4,0.4,52481.0,108660.0,2.6,4.8,3.6,0.0,1.0,6.0,6.8,40.2,74.8,1.0,366.0,1090760.0,86.0
35.0,3.0,3940.0,450.0,375.0,8.62,20.04,344858.0,244721.0,6.21,11.42,7.82,0.0,1.2,12.42,15.43,362.12,664.33,5.2,356.0,1098964.0,64.0
36.0,3.0,3491.0,468.0,331.0,9.6,18.4,329289.0,34314.0,0.4,0.4,0.4,0.0,0.8,44.0,53.4,524.4,841.8,3.2,476.0,1087774.0,63.0
0.0,0.0,3231.0,112.0,98.0,0.2,0.2,33505.0,22795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.2,1.8,427.0,1754056.0,88.0
3.0,0.0,3051.0,157.0,115.0,0.6,0.8,306491.0,69347.0,0.0,0.0,0.0,0.0,0.0,20.2,20.6,46.4,101.0,4.2,3108.0,1539470.0,90.0
24.0,38.0,2180.0,114.0,89.0,0.2,0.2,51945.0,38286.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,16.0,20.4,2.0,548.0,1120072.0,93.0
5.0,0.0,1891.0,107.0,86.0,0.6,0.6,99766.0,32066.0,0.4,0.4,0.4,0.0,1.0,2.8,5.6,49.6,69.2,1.5,271.0,1081690.0,93.0
48.0,3.0,4078.0,258.0,170.0,11.98,34.33,81756.0,56652.0,4.59,5.39,5.19,0.0,0.8,0.6,0.6,389.82,753.89,2.2,192.0,1088992.0,65.0
15.0,14.0,681.0,97.0,60.0,0.6,2.4,36367.0,35582.0,0.0,0.0,0.0,0.0,0.0,4.99,4.99,48.5,99.6,1.0,801.0,1016639.0,95.0
3.0,0.0,854.0,92.0,200.0,1.8,1.8,208005.0,122355.0,4.2,4.2,4.2,0.0,0.2,4.2,7.2,159.2,154.6,1.2,364.0,1813250.0,81.0
9.0,0.0,4534.0,497.0,255.0,2.2,2.99,103874.0,29816.0,0.0,0.0,0.0,0.0,0.0,2.4,2.79,183.43,302.2,5.0,11015.0,1380610.0,81.0
1.0,1.0,498.0,203.0,76.0,0.2,0.2,193035.0,215610.0,1.2,1.2,1.2,0.0,0.0,11.4,21.6,15.6,53.0,3.6,226.0,1736312.0,94.0
6.0,4.0,1300.0,121.0,146.0,0.4,0.4,4705.0,255201.0,0.0,0.0,0.0,0.0,0.0,7.39,7.39,43.11,172.06,1.0,839.0,966869.0,91.0
11.0,10.0,2961.0,141.0,102.0,0.2,0.2,94910.0,22005.0,0.0,0.0,0.0,0.0,0.6,3.59,3.59,18.76,54.89,1.0,329.0,976061.0,92.0
38.0,1.0,4458.0,344.0,177.0,10.0,28.8,625132.0,49787.0,1.2,13.8,29.0,93.0,1.0,17.0,20.4,337.4,642.2,2.2,153.0,1096109.0,64.0
83.0,96.0,3389.0,407.0,293.0,2.6,2.8,855090.0,269362.0,0.0,0.0,0.0,0.0,23.6,5.6,8.0,259.6,238.4,3.8,2937.0,1652590.0,77.0
8.0,0.0,2363.0,472.0,349.0,3.59,1.2,187907.0,130569.0,0.0,0.0,0.0,0.0,0.4,7.58,8.18,175.05,330.14,1.0,432.0,1060201.0,83.0
4.0,0.0,1681.0,180.0,162.0,2.6,0.8,135030.0,50758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.8,186.0,2.2,2067.0,1719888.0,91.0
1.0,0.0,3105.0,288.0,178.0,0.4,0.6,170480.0,49000.0,5.99,21.36,56.69,146.91,5.79,17.37,17.76,49.1,142.12,1.5,181.0,1014231.0,88.0
37.0,53.0,1471.0,71.0,68.0,0.2,0.2,5876.0,29047.0,0.0,0.0,0.0,0.0,0.0,8.8,8.8,15.6,40.8,2.0,845.0,1052512.0,94.0
50.0,62.0,3443.0,468.0,327.0,5.4,3.0,178546.0,78089.0,4.6,15.2,51.6,114.8,1.6,35.2,35.8,261.6,578.6,1.3,171.0,966218.0,76.0
4.0,0.0,2006.0,192.0,91.0,3.8,8.8,224844.0,38733.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8,209.0,336.8,1.0,472.0,1031155.0,87.0
12.0,1.0,5169.0,561.0,498.0,8.4,6.4,308532.0,189057.0,0.0,0.0,0.0,0.0,4.0,2.2,2.8,405.4,644.4,2.0,643.0,1013078.0,72.0
3.0,2.0,743.0,111.0,64.0,0.6,1.2,529504.0,300696.0,0.0,0.0,0.0,0.0,0.0,5.4,8.6,44.2,89.4,2.6,3672.0,1811698.0,91.0
17.0,14.0,4356.0,444.0,251.0,3.6,4.2,297685.0,58701.0,0.8,0.8,0.8,0.0,1.2,6.0,7.2,194.6,369.0,3.2,337.0,1136794.0,79.0
9.0,1.0,1429.0,163.0,69.0,0.2,0.2,179877.0,18764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,18.6,2.4,2275.0,1698706.0,94.0
30.0,45.0,1307.0,98.0,67.0,0.2,0.2,4867.0,19027.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,15.63,18.44,1.5,1122.0,1064507.0,95.0
4.0,2.0,4804.0,232.0,164.0,0.2,0.2,115314.0,86722.0,0.0,0.0,0.0,0.0,0.0,4.4,4.4,18.4,95.4,7.4,1034.0,1312821.0,84.0
21.0,20.0,3132.0,145.0,127.0,0.8,2.0,53362.0,63831.0,0.0,0.0,0.0,0.0,0.0,14.2,15.2,61.6,133.8,1.4,859.0,1005901.0,84.0
7.0,0.0,5339.0,364.0,240.0,1.4,1.4,671122.0,426880.0,0.0,0.0,0.0,0.0,0.2,13.6,26.4,121.0,189.8,6.2,1256.0,1337077.0,80.0
90.0,70.0,3394.0,357.0,359.0,2.99,2.99,524815.0,628705.0,15.37,25.35,37.33,26.15,16.57,39.92,54.49,163.07,344.11,3.2,361.0,1020385.0,63.0
32.0,43.0,1148.0,86.0,36.0,1.8,7.0,205838.0,15591.0,3.4,7.8,26.4,32.4,0.4,1.8,3.0,120.0,182.8,2.2,140.0,1754102.0,90.0
9.0,1.0,2783.0,391.0,223.0,2.0,3.99,561054.0,53145.0,0.0,0.0,0.0,0.0,0.0,4.59,7.98,141.32,201.6,2.8,2783.0,1732179.0,86.0
54.0,1.0,4530.0,516.0,199.0,13.37,33.53,179195.0,43512.0,11.18,68.86,142.51,283.03,0.4,17.96,23.55,622.36,1120.96,2.8,165.0,1099238.0,50.0
51.0,2.0,3367.0,223.0,168.0,9.4,20.2,327304.0,119062.0,10.2,54.0,126.8,188.4,2.0,49.6,69.2,413.0,700.8,1.6,173.0,1093862.0,62.0
32.0,14.0,3547.0,382.0,358.0,2.0,2.61,241903.0,217797.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,124.25,179.16,1.0,1016.0,1084180.0,86.0
3.0,1.0,2215.0,179.0,112.0,0.4,0.4,72784.0,88980.0,5.0,24.4,44.6,92.0,1.2,9.0,13.8,29.0,81.4,2.0,136.0,1051462.0,90.0
90.0,80.0,1995.0,230.0,119.0,1.0,0.8,37023.0,30467.0,2.61,42.08,92.79,266.73,0.0,13.23,60.52,44.29,80.76,2.0,128.0,1059710.0,87.0
1.0,0.0,1480.0,111.0,535.0,1.4,1.4,112448.0,119496.0,0.0,0.0,0.0,0.0,0.0,4.4,6.2,121.4,113.8,1.4,2316.0,1796571.0,80.0
6.0,4.0,3254.0,370.0,171.0,1.6,3.4,60838.0,37427.0,3.0,11.6,36.6,77.8,1.2,2.6,7.2,149.8,235.2,2.0,181.0,1068232.0,86.0
9.0,1.0,3007.0,418.0,378.0,7.4,2.0,458899.0,227474.0,0.0,0.0,0.0,0.0,0.0,12.8,25.2,344.4,503.2,2.2,6462.0,1845981.0,76.0
2.0,0.0,1417.0,58.0,73.0,0.4,0.4,10453.0,25846.0,0.2,0.2,0.2,0.0,0.0,10.2,10.2,32.4,71.6,1.5,229.0,1081544.0,93.0
52.0,64.0,4385.0,201.0,145.0,6.2,17.4,65581.0,37335.0,0.0,0.0,0.0,0.0,0.0,7.0,7.6,256.8,414.6,3.3,387.0,1101664.0,74.0
7.0,0.0,1846.0,103.0,62.0,6.4,24.6,269233.0,20339.0,5.4,5.8,5.8,0.0,0.4,2.0,2.2,224.6,413.6,1.3,238.0,1088765.0,77.0
3.0,0.0,478.0,67.0,39.0,2.2,2.2,206591.0,47523.0,0.0,0.0,0.0,0.0,2.0,3.4,4.4,206.6,180.0,1.6,416.0,1815674.0,85.0
22.0,14.0,3398.0,232.0,144.0,5.39,7.39,165777.0,46649.0,6.99,9.58,24.55,36.33,5.79,11.38,13.37,298.8,494.81,1.8,181.0,1015425.0,75.0
20.0,3.0,6825.0,544.0,414.0,10.4,7.6,443725.0,60351.0,3.6,4.0,4.2,1.0,6.6,2.4,2.8,515.4,798.4,5.4,167.0,1509966.0,61.0
40.0,9.0,1113.0,135.0,87.0,1.4,0.6,121004.0,31788.0,32.6,71.6,130.4,253.2,0.4,45.0,70.4,93.0,309.4,1.0,204.0,982482.0,89.0
6.0,1.0,2076.0,291.0,240.0,4.6,2.4,117367.0,26833.0,0.6,0.6,0.6,0.0,2.0,0.2,0.4,222.4,328.2,1.4,328.0,1725534.0,86.0
33.0,23.0,2813.0,214.0,134.0,1.2,1.0,359038.0,138798.0,0.8,1.6,1.6,0.0,1.6,11.2,18.8,59.6,216.2,8.0,461.0,1317317.0,82.0
37.0,37.0,3127.0,266.0,193.0,0.6,1.8,21713.0,134601.0,0.0,0.0,0.0,0.0,0.2,1.0,1.4,39.4,93.2,2.8,360.0,1025109.0,91.0
29.0,15.0,2799.0,438.0,181.0,10.42,7.82,537341.0,148680.0,4.61,13.83,17.03,19.24,13.63,4.01,9.62,402.2,838.48,4.0,311.0,1007726.0,74.0
6.0,0.0,3233.0,273.0,212.0,2.4,2.4,762669.0,37788.0,0.0,0.0,0.0,0.0,0.0,7.6,14.4,91.2,170.2,3.2,2216.0,1704267.0,84.0
1.0,0.0,1745.0,99.0,62.0,0.6,0.6,172724.0,9196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,37.8,2.6,779.0,1750693.0,88.0
53.0,69.0,7365.0,1077.0,636.0,3.6,1.8,71374.0,162978.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,167.6,288.4,2.4,567.0,1011078.0,67.0
3.0,1.0,3662.0,256.0,187.0,1.8,3.79,360623.0,160015.0,19.76,27.35,55.49,95.01,8.38,7.19,10.98,117.17,202.99,3.2,159.0,989493.0,80.0
3.0,0.0,1485.0,98.0,89.0,1.4,4.0,273682.0,231957.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,65.0,95.6,2.6,802.0,1761578.0,94.0
7.0,1.0,3909.0,172.0,113.0,3.79,4.39,140762.0,30751.0,1.0,1.2,1.2,0.0,0.4,2.59,3.19,237.92,386.63,1.5,242.0,1014125.0,84.0
1.0,0.0,3389.0,81.0,57.0,0.6,0.6,6093.0,57028.0,13.8,21.4,21.4,0.0,7.6,5.2,7.8,33.2,60.6,1.0,231.0,1731570.0,92.0
26.0,36.0,5731.0,312.0,224.0,0.8,0.8,155004.0,264757.0,0.0,0.0,0.0,0.0,3.2,0.2,0.2,48.8,134.0,3.2,249.0,1383946.0,81.0
0.0,0.0,3530.0,183.0,163.0,0.6,3.2,10471.0,30606.0,0.0,0.0,0.0,0.0,0.2,1.4,1.4,26.2,47.8,1.6,410.0,1090200.0,90.0
75.0,102.0,5997.0,473.0,174.0,2.0,3.6,157803.0,63609.0,0.0,0.0,0.0,0.0,0.0,5.0,7.4,254.6,342.4,3.8,2087.0,1393750.0,77.0
22.0,18.0,1067.0,86.0,74.0,2.0,2.2,97803.0,45412.0,6.79,12.77,12.77,0.0,3.19,13.37,14.77,127.94,396.81,1.8,557.0,1017241.0,84.0
1.0,0.0,857.0,106.0,65.0,1.0,1.2,187708.0,39359.0,0.4,0.4,0.4,0.0,0.2,6.19,7.78,70.06,92.22,2.8,373.0,1051851.0,89.0
13.0,13.0,286.0,109.0,39.0,0.2,0.2,186850.0,188310.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,16.8,2.2,5734.0,1834528.0,97.0
29.0,6.0,2375.0,146.0,123.0,2.0,3.19,109539.0,39984.0,0.0,0.0,0.0,0.0,0.0,8.98,9.98,116.57,226.75,1.0,663.0,1018837.0,89.0
26.0,11.0,7797.0,638.0,360.0,3.4,9.0,418175.0,137794.0,0.0,0.0,0.0,0.0,0.8,13.2,13.4,259.8,449.4,5.0,2825.0,1544000.0,64.0
48.0,1.0,4398.0,245.0,165.0,12.6,35.0,103091.0,51490.0,3.2,4.0,4.0,0.0,0.6,19.8,19.8,440.8,817.6,1.8,212.0,1095352.0,60.0
5.0,0.0,3901.0,222.0,134.0,3.59,3.39,441690.0,89857.0,5.39,8.38,8.38,0.0,2.79,9.38,10.98,162.48,308.38,1.7,216.0,1115104.0,81.0
4.0,2.0,3492.0,130.0,102.0,1.4,2.4,101255.0,28790.0,0.0,0.0,0.0,0.0,0.0,2.6,3.4,120.2,163.6,2.6,709.0,990150.0,91.0
4.0,1.0,1065.0,229.0,68.0,0.6,0.6,105847.0,17529.0,1.6,1.8,1.6,0.0,0.6,4.4,8.0,49.4,103.4,305.0,91.0,9.0,0.0
42.0,47.0,1476.0,172.0,103.0,2.8,2.8,212873.0,30993.0,0.0,0.0,0.0,0.0,0.0,1.4,2.4,172.4,256.0,3.2,1426.0,1070854.0,86.0
5.0,2.0,1928.0,222.0,126.0,1.0,0.6,21098.0,49694.0,0.0,0.0,0.0,0.0,0.0,2.99,2.99,58.88,120.96,1.5,2105.0,1070438.0,91.0
18.0,3.0,3307.0,175.0,111.0,1.6,1.6,128997.0,53305.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,92.2,144.4,4.8,702.0,1522429.0,89.0
8.0,1.0,2830.0,292.0,266.0,2.2,4.99,27269.0,46849.0,0.0,0.0,0.0,0.0,0.2,5.19,7.58,189.22,223.15,3.0,746.0,1535593.0,86.0
25.0,13.0,3049.0,179.0,107.0,2.4,4.6,149311.0,46521.0,0.0,0.0,0.0,0.0,0.0,8.0,12.2,234.4,403.2,3.2,2534.0,1525003.0,80.0
3.0,0.0,917.0,109.0,106.0,1.8,0.6,45919.0,21664.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,87.8,127.2,1.0,243.0,1750581.0,91.0
15.0,2.0,2389.0,264.0,198.0,1.8,0.6,101604.0,86282.0,1.2,1.2,1.2,0.0,0.6,24.0,25.6,90.2,209.4,1.5,239.0,1077859.0,90.0
24.0,8.0,4345.0,269.0,206.0,2.8,1.8,393404.0,68604.0,7.2,13.0,12.6,0.0,1.6,4.6,5.8,170.4,235.6,347.0,83.0,17.0,0.0
1.0,1.0,1937.0,127.0,85.0,0.4,1.0,47917.0,30954.0,5.2,12.4,14.8,10.6,1.2,8.4,8.8,31.0,67.6,1.2,142.0,1013344.0,95.0
16.0,23.0,5071.0,148.0,139.0,0.8,0.4,21392.0,36057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,64.27,1.2,582.0,1737030.0,88.0
0.0,0.0,870.0,101.0,72.0,0.2,0.2,82498.0,117368.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,15.4,19.2,1.8,1952.0,1769032.0,89.0
7.0,2.0,3244.0,182.0,137.0,1.0,5.8,130854.0,23562.0,1.8,2.8,2.4,0.0,2.0,4.4,5.8,46.2,79.8,5.6,217.0,1309640.0,83.0
28.0,40.0,2957.0,261.0,164.0,0.2,0.2,201445.0,80840.0,7.0,9.6,16.6,16.2,4.0,26.8,27.4,20.6,69.4,4.4,167.0,1014187.0,88.0
52.0,1.0,5644.0,436.0,203.0,13.97,29.54,391968.0,28302.0,3.99,16.17,48.3,110.78,2.79,33.93,39.52,600.4,1138.72,2.8,193.0,1102157.0,49.0
21.0,6.0,1814.0,203.0,152.0,2.4,1.0,280020.0,77574.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,192.2,180.2,3.2,2847.0,1544379.0,87.0
169.0,186.0,3660.0,405.0,197.0,0.6,0.8,32957.0,25578.0,0.0,0.0,0.0,0.0,0.0,5.41,5.81,58.32,91.78,1.5,1195.0,1133937.0,86.0
22.0,5.0,2289.0,161.0,173.0,1.8,1.4,171495.0,107789.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,111.2,133.4,2.2,663.0,1532253.0,89.0
2.0,0.0,2590.0,167.0,248.0,0.8,0.4,117072.0,179675.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,58.2,78.8,2.4,539.0,1759701.0,91.0
